name, genre, timeCinema, contentRating, company, duration, synopsis, rating, box-office
Justice League,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",2017-11-16T16:00:00-08:00,PG13,Warner Bros. Pictures,P110M,"
    Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy. Together, Batman and Wonder Woman work quickly to find and recruit a team of metahumans to stand against this newly awakened threat. But despite the formation of this unprecedented league of heroes--Batman, Wonder Woman, Aquaman, Cyborg and The Flash--it may already be too late to save the planet from an assault of catastrophic proportions.",40,"$227,032,490"
Wonder,['Drama'],2017-11-16T16:00:00-08:00,PG,Lionsgate,P113M,"
    Based on the New York Times bestseller, WONDER tells the inspiring and heartwarming story of August Pullman. Born with facial differences that, up until now, have prevented him from going to a mainstream school, Auggie becomes the most unlikely of heroes when he enters the local fifth grade. As his family, his new classmates, and the larger community all struggle to find their compassion and acceptance, Auggie's extraordinary journey will unite them all and prove you can't blend in when you were born to stand out.",85,"$132,090,170"
The Star,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']",2017-11-16T16:00:00-08:00,PG,Sony Pictures Animation,2018-02-19T16:00:00-08:00,"
    In Sony Pictures Animation's THE STAR, a small but brave donkey named Bo yearns for a life beyond his daily grind at the village mill. One day he finds the courage to break free, and finally goes on the adventure of his dreams. On his journey, he teams up with Ruth, a lovable sheep who has lost her flock, and Dave, a dove with lofty aspirations. Along with three wisecracking camels and some eccentric stable animals, Bo and his new friends follow the Star and become unlikely heroes in the greatest story ever told - the first Christmas. THE STAR is directed by Academy Award (R) nominated writer/director Timothy Reckart (HEAD OVER HEELS); executive-produced by DeVon Franklin (MIRACLES FROM HEAVEN), Lisa Henson and Brian Henson (The Jim Henson Company); produced by Jenni Magee Cook; with a story by Carlos Kotkin and Simon Moore; and screenplay by Carlos Kotkin. Digital animation by Cinesite Studios.",45,"$40,448,404"
"Roman J. Israel, Esq.",['Drama'],2017-11-21T16:00:00-08:00,PG13,Sony Pictures,P117M,"
    Roman J. Israel, Esq. is a dramatic thriller set in the underbelly of the overburdened Los Angeles criminal court system. Denzel Washington stars as a driven, idealistic defense attorney whose life is upended when a turbulent series of events challenge the activism that has defined his career. Colin Farrell costars as the ambitious, monied lawyer who recruits Roman to his firm.",52,"$11,887,893"
The Man Who Invented Christmas,"['Comedy', 'Drama']",2017-11-21T16:00:00-08:00,PG,Bleecker Street,P104M,"
    The Man Who Invented Christmas tells of the magical journey that led to the creation of Ebenezer Scrooge (Christopher Plummer), Tiny Tim and other classic characters from A Christmas Carol. Directed by Bharat Nalluri (MISS PETTIGREW LIVES FOR A DAY), the film shows how Charles Dickens (Dan Stevens) mixed real life inspirations with his vivid imagination to conjure up unforgettable characters and a timeless tale, forever changing the holiday season into the celebration we know today.",80,"$5,652,908"
Coco,"['Action & Adventure', 'Animation', 'Comedy']",2017-11-21T16:00:00-08:00,PG,Disney/Pixar,2018-02-26T16:00:00-08:00,"
    Despite his family's baffling generations-old ban on music, Miguel (voice of newcomer Anthony Gonzalez) dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz (voice of Benjamin Bratt). Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector (voice of Gael García Bernal), and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",97,"$208,487,719"
Darkest Hour,['Drama'],2017-12-21T16:00:00-08:00,PG13,Focus Features,P125M,"
    During the early days of World War II, with the fall of France imminent, Britain faces its darkest hour as the threat of invasion looms. As the seemingly unstoppable Nazi forces advance, and with the Allied army cornered on the beaches of Dunkirk, the fate of Western Europe hangs on the leadership of the newly-appointed British Prime Minister Winston Churchill (Academy Award nominee Gary Oldman). While maneuvering his political rivals, he must confront the ultimate choice: negotiate with Hitler and save the British people at a terrible cost or rally the nation and fight on against incredible odds. Directed by Joe Wright, DARKEST HOUR is the dramatic and inspiring story of four weeks in 1940 during which Churchill's courage to lead changed the course of world history.",85,"$28,086,332"
"I, Tonya",['Drama'],2018-01-18T16:00:00-08:00,R,NEON,P119M,"
    Based on the unbelievable, but true events, I, TONYA is a darkly comedic tale of American figure skater, Tonya Harding, and one of the most sensational scandals in sports history. Though Harding was the first American woman to complete a triple axel in competition, her legacy was forever defined by her association with an infamous, ill-conceived, and even more poorly executed attack on fellow Olympic competitor Nancy Kerrigan. Featuring an iconic turn by Margot Robbie as the fiery Harding, a mustachioed Sebastian Stan as her impetuous ex-husband Jeff Gillooly, a tour-de-force performance from Allison Janney as her acid-tongued mother, LaVona Golden, and an original screenplay by Steven Rogers, Craig Gillespie's I, TONYA is an absurd, irreverent, and piercing portrayal of Harding's life and career in all of its unchecked--and checkered--glory.",90,"$28,950,158"
The Shape of Water,"['Drama', 'Science Fiction & Fantasy', 'Romance']",2017-12-21T16:00:00-08:00,R,Fox Searchlight Pictures,P119M,"
    From master story teller, Guillermo del Toro, comes THE SHAPE OF WATER - an other-worldly fairy tale, set against the backdrop of Cold War era America circa 1962. In the hidden high-security government laboratory where she works, lonely Elisa (Sally Hawkins) is trapped in a life of isolation. Elisa's life is changed forever when she and co-worker Zelda (Octavia Spencer) discover a secret classified experiment. Rounding out the cast are Michael Shannon, Richard Jenkins, Doug Jones and Michael Stuhlbarg.",92,"$57,393,976"
"I, Tonya",['Drama'],2018-01-18T16:00:00-08:00,R,NEON,P119M,"
    Based on the unbelievable, but true events, I, TONYA is a darkly comedic tale of American figure skater, Tonya Harding, and one of the most sensational scandals in sports history. Though Harding was the first American woman to complete a triple axel in competition, her legacy was forever defined by her association with an infamous, ill-conceived, and even more poorly executed attack on fellow Olympic competitor Nancy Kerrigan. Featuring an iconic turn by Margot Robbie as the fiery Harding, a mustachioed Sebastian Stan as her impetuous ex-husband Jeff Gillooly, a tour-de-force performance from Allison Janney as her acid-tongued mother, LaVona Golden, and an original screenplay by Steven Rogers, Craig Gillespie's I, TONYA is an absurd, irreverent, and piercing portrayal of Harding's life and career in all of its unchecked--and checkered--glory.",90,"$28,950,158"
Ferdinand,"['Animation', 'Comedy', 'Drama']",2017-12-14T16:00:00-08:00,PG,Blue Sky Studio/20th Century Fox,2018-03-12T17:00:00-07:00,"
    FERDINAND tells the story of a giant bull with a big heart. After being mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure. Set in Spain, Ferdinand proves you can't judge a bull by its cover. From Blue Sky Studios and Carlos Saldanha, the director of ""Rio"" and inspired by the beloved book ""The Story of Ferdinand"" by Munro Leaf and Robert Lawson, ""Ferdinand"" is a heartwarming animated comedy adventure with an all-star cast that includes John Cena, Kate McKinnon, Gina Rodriguez, Anthony Anderson and many more.",71,"$70,466,891"
Star Wars: The Last Jedi,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",2017-12-14T16:00:00-08:00,PG13,Walt Disney Pictures,P152M,"
    In Lucasfilm's Star Wars: The Last Jedi, the Skywalker saga continues as the heroes of The Force Awakens join the galactic legends in an epic adventure that unlocks age-old mysteries of the Force and shocking revelations of the past.",91,"$619,117,636"
Jumanji: Welcome to the Jungle,"['Action & Adventure', 'Drama', 'Kids & Family', 'Science Fiction & Fantasy']",2017-12-19T16:00:00-08:00,PG13,Columbia Pictures,P112M,"
    When four high-school kids discover an old video game console with a game they've never heard of--Jumanji--they are immediately drawn into the game's jungle setting, literally becoming the avatars they chose: gamer Spencer becomes a brawny adventurer (Dwayne Johnson); football jock Fridge loses (in his words) ""the top two feet of his body"" and becomes an Einstein (Kevin Hart); popular girl Bethany becomes a middle-aged male professor (Jack Black); and wallflower Martha becomes a badass warrior (Karen Gillan). What they discover is that you don't just play Jumanji--you must survive it. To beat the game and return to the real world, they'll have to go on the most dangerous adventure of their lives, discover what Alan Parrish left 20 years ago, and change the way they think about themselves--or they'll be stuck in the game forever...",76,"$393,201,353"
The Greatest Showman,"['Drama', 'Musical & Performing Arts']",2017-12-19T16:00:00-08:00,PG,20th Century Fox,P105M,"
    Inspired by the imagination of P.T. Barnum, The Greatest Showman is an original musical that celebrates the birth of show business & tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.",55,"$164,616,443"
Downsizing,"['Comedy', 'Drama']",2017-12-21T16:00:00-08:00,R,Paramount Pictures,2018-03-19T17:00:00-07:00,"
    When scientists discover how to shrink humans to five inches tall as a solution to over-population, Paul (Matt Damon) and his wife Audrey (Kristen Wiig) decide to abandon their stressed lives in order to get small and move to a new downsized community--a choice that triggers life-changing adventures.",51,"$22,932,429"
The Greatest Showman,"['Drama', 'Musical & Performing Arts']",2017-12-19T16:00:00-08:00,PG,20th Century Fox,P105M,"
    Inspired by the imagination of P.T. Barnum, The Greatest Showman is an original musical that celebrates the birth of show business & tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.",55,"$164,616,443"
Downsizing,"['Comedy', 'Drama']",2017-12-21T16:00:00-08:00,R,Paramount Pictures,2018-03-19T17:00:00-07:00,"
    When scientists discover how to shrink humans to five inches tall as a solution to over-population, Paul (Matt Damon) and his wife Audrey (Kristen Wiig) decide to abandon their stressed lives in order to get small and move to a new downsized community--a choice that triggers life-changing adventures.",51,"$22,932,429"
Father Figures,['Comedy'],2017-12-21T16:00:00-08:00,R,Warner Bros. Pictures,P113M,"
    Two brothers (Owen Wilson and Ed Helms) hit the road to find their long-lost dad after they learn that their mom has been lying to them about his death. This comedy was directed by Lawrence Sher.",19,"$16,772,934"
The Post,"['Drama', 'Mystery & Suspense']",2018-01-11T16:00:00-08:00,PG13,20th Century Fox,2018-04-16T17:00:00-07:00,"
    Steven Spielberg directs Meryl Streep and Tom Hanks in The Post, a thrilling drama about the unlikely partnership between The Washington Post's Katharine Graham (Streep), the first female publisher of a major American newspaper, and editor Ben Bradlee (Hanks), as they race to catch up with The New York Times to expose a massive cover-up of government secrets that spanned three decades and four U.S. Presidents. The two must overcome their differences as they risk their careers - and their very freedom - to help bring long-buried truths to light. The Post marks the first time Meryl Streep, Tom Hanks and Steven Spielberg have collaborated on a project. In addition to directing, Spielberg produces along with Amy Pascal and Kristie Macosko Krieger. The script was written by Liz Hannah and Josh Singer, and the film features an acclaimed ensemble cast including Alison Brie, Carrie Coon, David Cross, Bruce Greenwood, Tracy Letts, Bob Odenkirk, Sarah Paulson, Jesse Plemons, Matthew Rhys, Michael Stuhlbarg, Bradley Whitford and Zach Woods.",88,"$80,369,969"
Pitch Perfect 3,['Comedy'],2017-12-21T16:00:00-08:00,PG13,Universal Pictures,2018-03-19T17:00:00-07:00,"
    Now graduated from college and out in the real world where it takes more than a cappella to get by, the Bellas return in Pitch Perfect 3, the next chapter in the beloved series that has taken in more than $400 million at the global box office. After the highs of winning the World Championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",31,"$104,880,310"
Hostiles,"['Action & Adventure', 'Drama', 'Western']",2018-01-25T16:00:00-08:00,R,Entertainment Studios Motion Pictures,P135M,"
    Set in 1892, Hostiles tells the story of a legendary Army Captain (Christian Bale), who after stern resistance, reluctantly agrees to escort a dying Cheyenne war chief (Wes Studi) and his family back to tribal lands. Making the harrowing and perilous journey from Fort Berringer, an isolated Army outpost in New Mexico, to the grasslands of Montana, the former rivals encounter a young widow (Rosamund Pike), whose family was murdered on the plains. Together, they must join forces to overcome the punishing landscape, hostile Comanche and vicious outliers that they encounter along the way.",73,"$29,472,340"
All the Money in the World,"['Drama', 'Mystery & Suspense']",2017-12-24T16:00:00-08:00,R,TriStar Pictures,2018-04-09T17:00:00-07:00,"
    ALL THE MONEY IN THE WORLD follows the kidnapping of 16-year-old John Paul Getty III (Charlie Plummer) and the desperate attempt by his devoted mother Gail (Michelle Williams) to convince his billionaire grandfather (Christopher Plummer) to pay the ransom. When Getty Sr. refuses, Gail attempts to sway him as her son's captors become increasingly volatile and brutal. With her son's life in the balance, Gail and Getty's advisor (Mark Wahlberg) become unlikely allies in the race against time that ultimately reveals the true and lasting value of love over money.",78,"$20,153,135"
All the Money in the World,"['Drama', 'Mystery & Suspense']",2017-12-24T16:00:00-08:00,R,TriStar Pictures,2018-04-09T17:00:00-07:00,"
    ALL THE MONEY IN THE WORLD follows the kidnapping of 16-year-old John Paul Getty III (Charlie Plummer) and the desperate attempt by his devoted mother Gail (Michelle Williams) to convince his billionaire grandfather (Christopher Plummer) to pay the ransom. When Getty Sr. refuses, Gail attempts to sway him as her son's captors become increasingly volatile and brutal. With her son's life in the balance, Gail and Getty's advisor (Mark Wahlberg) become unlikely allies in the race against time that ultimately reveals the true and lasting value of love over money.",78,"$20,153,135"
Molly's Game,['Drama'],2018-01-04T16:00:00-08:00,R,STXfilms,P140M,"
    MOLLY'S GAME is based on the true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game for a decade before being arrested in the middle of the night by 17 FBI agents wielding automatic weapons. Her players included Hollywood royalty, sports stars, business titans and finally, unbeknownst to her, the Russian mob. Her only ally was her criminal defense lawyer Charlie Jaffey, who learned that there was much more to Molly than the tabloids led us to believe.",82,"$28,744,803"
Molly's Game,['Drama'],2018-01-04T16:00:00-08:00,R,STXfilms,P140M,"
    MOLLY'S GAME is based on the true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game for a decade before being arrested in the middle of the night by 17 FBI agents wielding automatic weapons. Her players included Hollywood royalty, sports stars, business titans and finally, unbeknownst to her, the Russian mob. Her only ally was her criminal defense lawyer Charlie Jaffey, who learned that there was much more to Molly than the tabloids led us to believe.",82,"$28,744,803"
Phantom Thread,['Drama'],2018-01-18T16:00:00-08:00,R,Focus Features,P130M,"
    Set in the glamour of 1950's post-war London, renowned dressmaker Reynolds Woodcock (Daniel Day-Lewis) and his sister Cyril (Lesley Manville) are at the center of British fashion, dressing royalty, movie stars, heiresses, socialites, debutants and dames with the distinct style of The House of Woodcock. Women come and go through Woodcock's life, providing the confirmed bachelor with inspiration and companionship, until he comes across a young, strong-willed woman, Alma (Vicky Krieps), who soon becomes a fixture in his life as his muse and lover. Once controlled and planned, he finds his carefully tailored life disrupted by love. With his latest film, Paul Thomas Anderson paints an illuminating portrait both of an artist on a creative journey, and the women who keep his world running. Phantom Thread is Paul Thomas Anderson's eighth movie, and his second collaboration with Daniel Day-Lewis.",91,"$947,190"
Lantana,"['Drama', 'Mystery & Suspense']",2002-01-24T16:00:00-08:00,R,Lions Gate Releasing,P121M,"
    Plagued with grief over the murder of her daughter, Valerie Sommers suspects that her husband John is cheating on her. When Valerie disappears, Detective Leon Zat and his partner Claudia attempt to solve the mystery of her absence. As they investigate, a complex web of love, sex and deceit emerges- drawing in four related couples whose various partners are distrustful and suspicious about each other's involvement.",90,"$4,277,569"
Rabbit-Proof Fence,"['Action & Adventure', 'Drama']",2002-11-28T16:00:00-08:00,PG,Miramax Films,P94M,"
    In Western Australia, 1931, the small depot of Jigalong sits on the edge of the Gibson Desert. Running through Jigalong and out into the desert is a rabbit-proof fence that bisects Australia from north to south. The fence was built to keep rabbits on one side and pasture on the other. This remote country is home to three spirited Aboriginal girls, Molly, her sister Daisy, and their cousin Gracie. The girls' white fathers are fence workers who have moved on. Now their only contact with white Australia is the weekly ration day at Jigalong Depot. In Perth, AO Neville, the area's Chief Protector of Aborigines, receives word that the three girls are running wild. He believes the Aboriginal race is dying out and believes that the answer to the ""colored problem"" is to breed out the Aboriginal race. To achieve this he has ruled that children of mixed marriages cannot marry full-blooded Aborigines. Settlements are set up across the state and ""half-caste"" children are removed from their families and prepared for their ""new life in white society"" as domestic servants and laborers. Neville orders the removal of Molly, Gracie, and Daisy and they are relocated 1,200 miles from home to a grim settlement. The harsh conditions they must live under shock Molly, and she convinces Daisy and Gracie to run away with her. With Moodoo, a cruel and master tracker on their tails, they begin a grueling three-month journey home, following the rabbit-proof fence that will guide them back to their mother and their rightful home.",87,"$6,031,193"
Japanese Story,['Drama'],2003-12-30T16:00:00-08:00,R,Samuel Goldwyn Films,P105M,"
    A drama set in Western Australia's Pilbura desert. A geologist named Sandy, and a Japanese businessman, Hiromitsu, play out a story of human inconsequence, in the face of the blistering universe. The end of the journey leaves neither person capable of going back to the place from where they started.",68,"$189,209"
Japanese Story,['Drama'],2003-12-30T16:00:00-08:00,R,Samuel Goldwyn Films,P105M,"
    A drama set in Western Australia's Pilbura desert. A geologist named Sandy, and a Japanese businessman, Hiromitsu, play out a story of human inconsequence, in the face of the blistering universe. The end of the journey leaves neither person capable of going back to the place from where they started.",68,"$189,209"
Brothers,"['Art House & International', 'Drama']",2004-08-26T17:00:00-07:00,R,IFC Films,P110M,"
    Two brothers unwittingly exchange roles under the fog of war in this powerful drama. Michael (Ulrich Thomsen) and Jannick (Nikolaj Lie Kaas) are two brothers who have always meshed as well as oil and water. Michael is a caring husband and father who risen to the rank of major in the Danish Army, while Jannick is an alcoholic with a violent streak who has been in and out of prison much of his life. Jannick has just been released after serving time for armed robbery when Michael learns he's being sent to Afghanistan; Jannick quarrels with both Michael and his parents at a going-away dinner, which does nothing to endear him to Michael's wife, Sarah (Connie Nielsen). However, when Sarah receives word that Michael's helicopter has been shot down and the crew has gone missing, Jannick tries to assume some degree of familial responsibility, helping Sarah with the children and helping to keep the house in repair. As the months roll on, Jannick finds that family life agrees with him; he cuts back on his drinking, gets a job, and grows increasingly fond of Sarah, who also takes a liking to her brother-in-law's new style. However, as Jannick finally grows into a responsible adult, he and Sarah learn that Michael has been released from an Afghan military prison and is being sent home. As Sarah and Jannick come to terms with their feelings for one another, they are disturbed by Michael's new presence; after several hellish months in captivity, he's become an angry and emotionally broken man, who is haunted by ugly memories and suspects his wife and brother of betrayal.",89,"$245,006"
Wolf Creek,"['Action & Adventure', 'Horror', 'Mystery & Suspense']",2005-12-24T16:00:00-08:00,R,Weinstein Company,P98M,"
    A dream vacation turns into a nightmare in this taut thriller from Australia. Ben (Nathan Phillips), Lizzie (Cassandra Magrath), and Kristy (Kestie Morassi) are three friends who, after a night of celebratory drinking, hit the road for a trip to Wolf Creek National Park, where they plan to spend a week hiking and surfing. The three friends are happy to be spending time together, especially after Ben makes the happy discovery that Lizzie is as infatuated with him as he is with her. However, after a long day on foot, Ben, Lizzie, and Kristy make the unpleasant discovery that their car's battery is dead, leaving them stuck in the middle of nowhere. Help arrives in the form of Mick (John Jarratt), a burly but good-natured outdoorsman who happens upon them; Mick tells them that he can fix their car, and offers to give them a ride to his place down the road. Grateful but a bit nervous around the gregarious stranger, Ben, Lizzie, and Kristy offer Mick a wealth of thanks for his help, and give him some money for his troubles before they fall asleep around the campfire. The next morning, the travelers find themselves bound, gagged, drugged, and separated from one another, and they realize Mick is not the good Samaritan they imagined. Wolf Creek was the first feature film from writer and director Greg McLean. ~ Mark Deming, Rovi",53,"$15,948,074"
Jindabyne,['Drama'],2006-04-26T17:00:00-07:00,R,Sony Pictures Classics,P123M,"
    Stewart Kane, an Irishman living in the Australian town of Jindabyne, is on a fishing trip in isolated hill country with three other men when they discover the body of a murdered girl in the river. Rather than return to the town immediately, they continue fishing and report their gruesome find days later. Stewart's wife Claire is the last to find out. Deeply disturbed by her husband's actions, her faith in her relationship with Stewart is shaken to the core. She wants to understand and tries to make things right. In her determination to help the victim's family Claire sets herself not only against her own family and friends but also those of the dead girl. Her marriage is taken to the brink and her peaceful life with Stewart and their young son hangs in the balance.",65,"$224,114"
Jindabyne,['Drama'],2006-04-26T17:00:00-07:00,R,Sony Pictures Classics,P123M,"
    Stewart Kane, an Irishman living in the Australian town of Jindabyne, is on a fishing trip in isolated hill country with three other men when they discover the body of a murdered girl in the river. Rather than return to the town immediately, they continue fishing and report their gruesome find days later. Stewart's wife Claire is the last to find out. Deeply disturbed by her husband's actions, her faith in her relationship with Stewart is shaken to the core. She wants to understand and tries to make things right. In her determination to help the victim's family Claire sets herself not only against her own family and friends but also those of the dead girl. Her marriage is taken to the brink and her peaceful life with Stewart and their young son hangs in the balance.",65,"$224,114"
Australia,"['Action & Adventure', 'Classics', 'Mystery & Suspense', 'Romance']",2008-11-25T16:00:00-08:00,PG13,20th Century Fox,P165M,"
    An English aristocrat inherits an Australian ranch the size of Maryland. When English cattle barons plot to take her land, she reluctantly joins forces with a rough-hewn cattle driver to drive 2,000-head of cattle across hundreds of miles of the country's most unforgiving land, only to still face the bombing of Darwin by the Japanese forces that had attacked Pearl Harbor only months earlier.",55,"$49,420,849"
The Square,"['Action & Adventure', 'Documentary', 'Mystery & Suspense', 'Special Interest']",2010-04-08T17:00:00-07:00,R,Apparition,P106M,"
    Lovers Ray and Carla plan to burn down her house at Christmas, to run off with her husband's drug money. Ray has a side scheme going too, taking kickbacks on the love hotel project whose construction he's managing. The suburban Aussie marrieds live across a river from each other, the much older, domesticated Ray in a upper middle-class neighborhood, Carla on the wrong side of the water. The cheaters will lure their families to the same Christmas picnic celebration, to provide alibis while still being able to sneak off and chat about the arson. Carla's tow-truck owner hubby, Smithy, is a fearsome tough to cross, so will the philanderers' holiday gifts come through, or explode in their lying faces?",86,"$404,898"
Bright Star,"['Drama', 'Romance']",2009-05-14T17:00:00-07:00,PG,Apparition Films,P119M,"
    London 1818: a secret love affair begins between 23 year old English poet, John Keats, and the girl next door, Fanny Brawne, an outspoken student of fashion. This unlikely pair started at odds; he thinking her a stylish minx, she unimpressed by literature in general. It was the illness of Keats's younger brother that drew them together. Keats was touched by Fanny's efforts to help and agreed to teach her poetry. By the time Fanny's alarmed mother and Keats's best friend Brown realized their attachment, the relationship had an unstoppable momentum. Intensely and helplessly absorbed in each other, the young lovers were swept into powerful new sensations, ""I have the feeling as if I were dissolving"", Keats wrote to her. Together they rode a wave of romantic obsession that deepened as their troubles mounted. Only Keats's illness proved insurmountable.",83,"$4,341,275"
Mao's Last Dancer,"['Art House & International', 'Drama', 'Musical & Performing Arts']",2010-08-19T17:00:00-07:00,PG,Samuel Goldwyn Films,P117M,"
    ""Mao's Last Dancer"" is the inspiring true story of Li Cunxin and his extraordinary journey from a poor upbringing in rural China to international stardom as a world-class ballet dancer. Based on the best selling autobiography, the film weaves a moving tale about the quest for freedom and the courage it takes to live your own life. It compellingly captures the struggles, sacrifices and triumphs, as well as the intoxicating effects of first love and celebrity amid the pain of exile.",55,"$4,806,750"
Offside,"['Art House & International', 'Comedy', 'Drama']",2006-02-16T16:00:00-08:00,PG,Sony Pictures Classics,P91M,"
    Six Iranian girls disguise themselves as boys in order to enter Tehran's Azadi Stadium to watch the 2006 World Cup Asian zone qualifier between Iran and Bahrain. However, their presence is discovered and they are arrested one by one.",94,"$200,000"
Animal Kingdom,"['Art House & International', 'Drama']",2010-08-12T17:00:00-07:00,R,Sony Pictures Classics,P112M,"
    Welcome to the Melbourne underworld. It's the Wild West, played out on the city's streets. Armed robber Pope Cody is on the run from a gang of renegade detectives who want him dead. His business partner and best friend, Barry ""Baz"" Brown. wants out of the game. Pope's younger brotherCraig Cody is making a fortune in the illicit substances trade, whilst the youngest Cody brother, Darren, naively navigates his way through this criminal world -- the only world his family has ever known. And into this world arrives their nephew, Joshua ""J"" Cody, who comes to believe that he is a player in this world. But, as he soon discovers, this world is far larger and more menacing than he could ever imagine.",95,"$1,000,000"
Animal Kingdom,"['Art House & International', 'Drama']",2010-08-12T17:00:00-07:00,R,Sony Pictures Classics,P112M,"
    Welcome to the Melbourne underworld. It's the Wild West, played out on the city's streets. Armed robber Pope Cody is on the run from a gang of renegade detectives who want him dead. His business partner and best friend, Barry ""Baz"" Brown. wants out of the game. Pope's younger brotherCraig Cody is making a fortune in the illicit substances trade, whilst the youngest Cody brother, Darren, naively navigates his way through this criminal world -- the only world his family has ever known. And into this world arrives their nephew, Joshua ""J"" Cody, who comes to believe that he is a player in this world. But, as he soon discovers, this world is far larger and more menacing than he could ever imagine.",95,"$1,000,000"
Beneath Hill 60,"['Art House & International', 'Drama']",2010-08-18T17:00:00-07:00,R,Paramount Studios,P122M,"
    A weary platoon battles a powerful enemy in hopes of protecting a massive cache of explosives in this vivid World War I drama from director Jeremy Sims. ~ Jason Buchanan, Rovi",85,"$454,950"
Bran Nue Dae,"['Comedy', 'Musical & Performing Arts']",2010-09-09T17:00:00-07:00,PG13,Mayfan,P88M,"
    Bran Nue Dae is a charming new Australian-based, music-driven road movie/romantic comedy starring Academy Award winner Geoffrey Rush that literally bursts onto the screen with unbridled energy and fun. Loosely based on one of Australia's most beloved and popular musicals, Bran Nue Dae is a foot stomping tour-de-force centering on the romantic adventures of a young aboriginal couple set against the spectacularly beautiful Australian landscape.",56,"$100,000"
Griff the Invisible,"['Art House & International', 'Comedy', 'Drama', 'Romance']",2011-08-18T17:00:00-07:00,PG13,Indomina Releasing,P93M,"
    The world can make us invisible. Courage can make us incredible. Love can make us invincible. Ryan Kwanten of TV's True Blood stars in this charming, quirky and totally unpredictable romantic comedy about the superhero in all of us. Griff (Kwanten), a shy and awkward office worker by day, finds escape from his ordinary life by assuming the identity of a fantastic superhero each night. Griff's secret is jeopardized when he meets Melody (Maeve Dermody), a cute but unconventional daydreamer. She quickly becomes fascinated by his idiosyncrasies, which are equal only to her own. In the face of mounting pressure to live in the ""real world,"" it's up to Melody to rescue Griff the Invisible for the sake of herself, Griff and their newfound love for each other. -- (C) Indomina",63,"$20,906"
Oranges And Sunshine,"['Art House & International', 'Drama']",2011-10-20T17:00:00-07:00,R,Independent Pictures,P105M,"
    Oranges and Sunshine tells the story of Margaret Humphreys (Emily Watson), a social worker from Nottingham, who uncovered one of the most significant social scandals of recent times; the mass deportation of children from the United Kingdom to Australia. Single-handedly and against overwhelming odds, Margaret reunited thousands of families and drew worldwide attention to an extraordinary miscarriage of justice. Children as young as four had been told that their parents were dead and sent to children's homes on the other side of the world, where many were subjected to appalling abuse. These forgotten children were promised Oranges and Sunshine but they got hard labour and life in institutions. -- (C) Icon",71,"$2,017,976"
Red Hill,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense', 'Western']",2010-11-04T17:00:00-07:00,R,Strand Releasing,P95M,"
    Young police officer Shane Cooper relocates to the small country town of Red Hill with his pregnant wife Alice to start a family. But when news of a prison break sends the local law enforcement officers - led by the town's ruling presence, Old Bill - into a panic, Shane's first day on duty rapidly turns into a nightmare. Enter Jimmy Conway, a convicted murderer serving life behind bars, who has returned to the isolated outpost seeking revenge. Now caught in the middle of what will become a terrifying and bloody confrontation, Shane will be forced to take the law into his own hands if he is to survive. A taut thriller which unfolds over the course of a single day and night, and told with explosive action and chilling violence, Red Hill is a modern-day western played out against the extraordinary landscapes of high-country Australia. -- (C) Strand Releasing",78,"$20,898"
"Tomorrow, When the War Began","['Action & Adventure', 'Art House & International', 'Drama']",2012-02-23T16:00:00-08:00,R,Freestyle Releasing,P120M,"
    Tomorrow When the War Began is a pulse-pounding action thriller that follows the journey of eight high school friends in an Australian coastal town whose lives are suddenly and violently upended by an invasion that no one saw coming. Caitlin Stasey stars as 17 year old Ellie Linton, a precocious teen who leads her best friends including Corrie (Rachel Hurd-Wood) and Kevin (Lincoln Lewis) to an isolated, deep in the woods camp site named 'Hell.' Upon returning, they come to grips with the fact that their country has been overrun by a mysterious, invading army. When the hostile armed forces become alerted to the presence of the teenagers, Ellie and her friends, along with a new recruit (apathetic stoner Chris Lang, played by Andrew Ryan) - must band together to escape, outwit and strike back against the mysterious enemy that has seized control of the their town and imprisoned their friends and loved ones. -- (C) Freestyle",64,"$8,996,537"
